EPCC_category,EPCC_name,EPCC_code,mild,moderate,severe
Abnormalities of ventriculo-arterial valves and great arteries,"Aortic arch abnormality, Aortic arch branch abnormality, Aberrant origin right subclavian artery,",09.30.02,FALSE,FALSE,FALSE
Abnormalities of ventriculo-arterial valves and great arteries,"Aortic arch abnormality, Aortic arch branch abnormality, Aberrant origin left subclavian artery,",09.30.04,FALSE,FALSE,FALSE
Abnormalities of ventriculo-arterial valves and great arteries,"Vascular ring,",09.31.00,FALSE,FALSE,FALSE
Abnormalities of ventriculo-arterial valves and great arteries,"Vascular ring, Double aortic arch,",09.28.09,FALSE,FALSE,FALSE
Abnormalities of ventriculo-arterial valves and great arteries,"Vascular ring, Anomalous origin of left pulmonary artery from right pulmonary artery (pulmonary arterial sling),",09.09.06,FALSE,FALSE,FALSE
Abnormalities of ventriculo-arterial valves and great arteries,"Descending aorta dilation,",09.28.16,FALSE,FALSE,FALSE
Abnormalities of ventriculo-arterial valves and great arteries,"Descending-abdominal aorta hypoplasia (middle aortic syndrome),",09.29.16,FALSE,FALSE,FALSE
"Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","Coronary arterial abnormality,",09.46.00,FALSE,FALSE,FALSE
"Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","Coronary arterial abnormality, Anomalous origin of coronary artery from pulmonary arterial tree,",09.41.01,FALSE,TRUE,FALSE
"Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","Coronary arterial abnormality, Coronary fistula,",09.45.01,FALSE,FALSE,FALSE
"Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","Coronary arterial abnormality, Anomalous aortic origin or course of coronary artery,",09.42.00,FALSE,TRUE,FALSE
"Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","Coronary arterial abnormality, Anomalous aortic origin of coronary artery (AAOCA),",09.42.20,FALSE,TRUE,FALSE
"Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","Coronary arterial abnormality, Aberrant course of coronary artery: across right ventricular outflow tract,",09.43.18,FALSE,FALSE,FALSE
"Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","Coronary arterial abnormality, Intramural proximal coronary arterial course,",09.43.05,FALSE,FALSE,FALSE
"Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","Coronary arterial abnormality, Coronary arterial aneurysm(s),",09.46.01,FALSE,FALSE,FALSE
"Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","Arterial duct (ductus arteriosus) abnormality,",09.27.00,FALSE,FALSE,FALSE
"Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","Arterial duct (ductus arteriosus) abnormality, Patent arterial duct (PDA),",09.27.21,TRUE,TRUE,FALSE
"Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","Arteriovenous fistula (malformation),",09.19.01,FALSE,FALSE,FALSE
"Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","Arteriovenous fistula (malformation), Pulmonary arteriovenous fistula (malformation),",09.19.05,FALSE,FALSE,FALSE
"Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","Distal systemic arterial abnormality,",09.20.20,FALSE,FALSE,FALSE
"Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","Pericardial abnormality,",10.01.00,FALSE,FALSE,FALSE
"Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","Cardiac abnormality,",01.01.39,FALSE,FALSE,FALSE
"Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","Vascular abnormality,",01.01.60,FALSE,FALSE,FALSE
"Abnormalities of coronary arteries, arterial duct and pericardium; arteriovenous fistulae","Aneurysm,",01.01.61,FALSE,FALSE,FALSE
"Diagnostic comorbidities: hereditary, neonatal and non-cardiac codes","Multiple congenital malformations,",14.06.01,FALSE,FALSE,FALSE
"Diagnostic comorbidities: hereditary, neonatal and non-cardiac codes","Family history of congenital heart lesion,",10.23.01,FALSE,FALSE,FALSE
"Diagnostic comorbidities: hereditary, neonatal and non-cardiac codes","Family history of disorder with cardiac involvement,",10.23.03,FALSE,FALSE,FALSE
"Diagnostic comorbidities: hereditary, neonatal and non-cardiac codes","Family history of sudden death,",10.23.11,FALSE,FALSE,FALSE
"Diagnostic comorbidities: hereditary, neonatal and non-cardiac codes","Maternal teratogen associated with congenital heart disease,",14.05.01,FALSE,FALSE,FALSE
"Diagnostic comorbidities: hereditary, neonatal and non-cardiac codes","Maternal teratogen or disease potentially associated with congenital heart disease,",14.05.00,FALSE,FALSE,FALSE
"Diagnostic comorbidities: hereditary, neonatal and non-cardiac codes","Maternal systemic lupus erythematosus (SLE),",10.23.02,FALSE,FALSE,FALSE
"Diagnostic comorbidities: hereditary, neonatal and non-cardiac codes","Maternally derived fetal disease or syndrome potentially with associated heart disease,",14.05.40,FALSE,FALSE,FALSE
Neonatal disorders or abnormalities,"Neonatal disorder,",10.15.00,FALSE,FALSE,FALSE
Neonatal disorders or abnormalities,"Neonatal disorder, Infant of diabetic mother,",10.22.03,FALSE,FALSE,FALSE
Neonatal disorders or abnormalities,"Neonatal disorder, Heart muscle disease in infant of diabetic mother,",10.07.71,FALSE,FALSE,FALSE
Neonatal disorders or abnormalities,"Neonatal disorder, Premature birth,",10.22.02,FALSE,FALSE,FALSE
Neonatal disorders or abnormalities,"Neonatal disorder, Premature birth, Premature birth 32-35 weeks,",10.22.05,FALSE,FALSE,FALSE
Neonatal disorders or abnormalities,"Neonatal disorder, Premature birth, Premature birth less than 32 weeks,",10.22.06,FALSE,FALSE,FALSE
Neonatal disorders or abnormalities,"Neonatal disorder, Meconium aspiration,",10.15.12,FALSE,FALSE,FALSE
Neonatal disorders or abnormalities,"Neonatal disorder, Necrotising enterocolitis,",10.15.05,FALSE,FALSE,FALSE
Neonatal disorders or abnormalities,"Transient myocardial ischaemia,",10.15.10,FALSE,FALSE,FALSE
Neonatal disorders or abnormalities,"Persistent pulmonary hypertension of the newborn (PFC),",10.15.01,FALSE,FALSE,FALSE
Chromosomal anomalies and other syndromes,"Chromosomal anomaly,",14.01.01,FALSE,FALSE,FALSE
Chromosomal anomalies and other syndromes,"Chromosomal anomaly, Trisomy 21: Down’s syndrome,",14.01.02,FALSE,FALSE,FALSE
Chromosomal anomalies and other syndromes,"Chromosomal anomaly, 45XO: Turner’s syndrome,",14.01.05,FALSE,FALSE,FALSE
Chromosomal anomalies and other syndromes,"Chromosomal anomaly, 22q11 microdeletion,",14.01.21,FALSE,FALSE,FALSE
Chromosomal anomalies and other syndromes,"Chromosomal anomaly, 22q11 microdeletion, 22q11 microdeletion with full DiGeorge sequence (including immune dysfunction),",14.02.06,FALSE,FALSE,FALSE
Chromosomal anomalies and other syndromes,"Chromosomal anomaly, Trisomy 18: Edwards' syndrome,",14.01.03,FALSE,FALSE,FALSE
Chromosomal anomalies and other syndromes,"Chromosomal anomaly, Trisomy 13: Patau's syndrome,",14.01.04,FALSE,FALSE,FALSE
Chromosomal anomalies and other syndromes,"Hereditary disorder potentially with associated heart disease,",10.23.04,FALSE,FALSE,FALSE
Chromosomal anomalies and other syndromes,"Hereditary disorder potentially with associated heart disease, Pompe’s disease: glycogen storage disease type IIa,",14.02.21,FALSE,FALSE,FALSE
Chromosomal anomalies and other syndromes,"Hereditary disorder potentially with associated heart disease, Friedreich’s ataxia,",14.02.10,FALSE,FALSE,FALSE
Chromosomal anomalies and other syndromes,"Hereditary disorder potentially with associated heart disease, Muscular dystrophy,",14.02.58,FALSE,FALSE,FALSE
Chromosomal anomalies and other syndromes,"Hereditary disorder potentially with associated heart disease, Duchenne’s muscular dystrophy,",14.02.34,FALSE,FALSE,FALSE
Chromosomal anomalies and other syndromes,"Hereditary disorder potentially with associated heart disease, Marfan syndrome,",14.02.17,FALSE,FALSE,FALSE
Chromosomal anomalies and other syndromes,"Hereditary disorder potentially with associated heart disease, Ehlers-Danlos syndrome,",14.02.62,FALSE,FALSE,FALSE
Chromosomal anomalies and other syndromes,"Hereditary disorder potentially with associated heart disease, Loeys-Dietz Syndrome (transforming growth factor beta receptor (TGFBR) gene mutation),",14.04.85,FALSE,FALSE,FALSE
Chromosomal anomalies and other syndromes,"Hereditary disorder potentially with associated heart disease, Noonan syndrome,",14.02.19,FALSE,FALSE,FALSE
Chromosomal anomalies and other syndromes,"Hereditary disorder potentially with associated heart disease, Tuberous sclerosis,",14.02.28,FALSE,FALSE,FALSE
Chromosomal anomalies and other syndromes,"Hereditary disorder potentially with associated heart disease, Williams syndrome (infantile hypercalcaemia),",14.02.30,FALSE,FALSE,FALSE
Chromosomal anomalies and other syndromes,"Hereditary disorder potentially with associated heart disease, Alagille syndrome: arteriohepatic dysplasia,",14.02.66,FALSE,FALSE,FALSE
Chromosomal anomalies and other syndromes,"Fetal rubella syndrome,",14.02.32,FALSE,FALSE,FALSE
Chromosomal anomalies and other syndromes,"Syndrome-association potentially with cardiac involvement,",14.02.00,FALSE,FALSE,FALSE
Chromosomal anomalies and other syndromes,"Dyslipidaemia,",10.19.01,FALSE,FALSE,FALSE
Chromosomal anomalies and other syndromes,"Dyslipidaemia, Hypercholesterolaemia,",10.19.11,FALSE,FALSE,FALSE
Chromosomal anomalies and other syndromes,"Dyslipidaemia, Hypercholesterolaemia, Familial hypercholesterolaemia,",10.19.02,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Hereditary-non-cardiac abnormality not apparent,",10.23.00,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Noncardiac abnormality potentially with associated heart disease,",14.03.00,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Noncardiac abnormality potentially with associated heart disease, Spleen absent (asplenia),",03.07.03,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Noncardiac abnormality potentially with associated heart disease, Multiple spleens (polysplenia),",03.07.04,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Cystic fibrosis,",14.03.06,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Major anomaly of gastrointestinal system,",14.05.50,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Major anomaly of gastrointestinal system, Tracheo-oesophageal fistula,",14.03.08,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Major anomaly of gastrointestinal system, Congenital diaphragmatic hernia,",14.03.07,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Major anomaly of gastrointestinal system, Omphalocoele,",14.03.10,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Major anomaly of gastrointestinal system, Duodenal stenosis/atresia,",14.03.11,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Gastro-oesophageal reflux disease (GORD),",14.03.09,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Intestines malrotated,",03.06.03,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Kidney failure,",15.82.10,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Renal abnormality,",14.03.23,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Cerebral anomaly,",14.03.91,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Anoxic-ischaemic encephalopathy,",14.03.72,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Microcephaly,",14.03.33,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Psychomotor developmental delay,",14.03.05,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Transient ischaemic attack: less than 24 hours (TIA),",14.03.44,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Reversible ischaemic neurologic deficit: 24-72 hours (RIND),",14.03.97,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Cerebrovascular accident (stroke),",14.03.42,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Meningitis,",14.05.65,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Migraine,",14.04.46,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Diver's decompression sickness,",14.04.47,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Choanal atresia,",14.03.47,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Cleft lip or palate,",14.04.12,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Kyphoscoliosis,",14.04.09,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Anterior chest wall (pectus) deformity,",14.04.14,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Anterior chest wall (pectus) deformity, Pectus carinatum,",14.04.04,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Anterior chest wall (pectus) deformity, Pectus excavatum,",14.04.05,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Congenital coagulation disorder,",14.03.28,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Connective tissue disease,",14.03.92,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Sickle cell disease,",14.03.21,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Von Willebrand disease,",14.04.90,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Non-cardiothoracic-vascular abnormality,",14.03.04,FALSE,FALSE,FALSE
Non-cardiac anomalies and diseases associated with heart anomalies,"Thoracic-mediastinal abnormality,",14.03.29,FALSE,FALSE,FALSE
Rheumatic and infective heart disease,"Acute rheumatic fever,",10.05.01,FALSE,FALSE,FALSE
Rheumatic and infective heart disease,"Rheumatic fever with cardiac involvement,",10.05.21,FALSE,FALSE,FALSE
Rheumatic and infective heart disease,"Rheumatic valvar disease,",10.05.30,FALSE,FALSE,FALSE
Rheumatic and infective heart disease,"Rheumatic valvar disease, Rheumatic mitral valvar disease,",10.05.31,FALSE,FALSE,FALSE
Rheumatic and infective heart disease,"Rheumatic valvar disease, Rheumatic aortic valvar disease,",10.05.33,FALSE,FALSE,FALSE
Rheumatic and infective heart disease,"Endocarditis,",10.06.00,FALSE,FALSE,FALSE
Rheumatic and infective heart disease,"Infective endocarditis,",10.06.01,FALSE,FALSE,FALSE
Rheumatic and infective heart disease,"Infective endocarditis, Bacterial endocarditis,",10.06.41,FALSE,FALSE,FALSE
Rheumatic and infective heart disease,"Infective endocarditis, Postprocedural endocarditis,",10.06.64,FALSE,FALSE,FALSE
Rheumatic and infective heart disease,"Heart abscess,",10.06.20,FALSE,FALSE,FALSE
Rheumatic and infective heart disease,"Infectious myocarditis,",10.07.01,FALSE,FALSE,FALSE
Rheumatic and infective heart disease,"Infectious myocarditis, Viral myocarditis,",10.07.03,FALSE,FALSE,FALSE
Rheumatic and infective heart disease,"Infectious myocarditis, Trypanosomal myocarditis (Chagas' disease),",10.07.08,FALSE,FALSE,FALSE
Rheumatic and infective heart disease,"Infectious pericarditis,",10.08.01,FALSE,FALSE,FALSE
Rheumatic and infective heart disease,"Infectious pericarditis, Viral pericarditis,",10.08.03,FALSE,FALSE,FALSE
Rheumatic and infective heart disease,"Infectious pericarditis, Bacterial pericarditis,",10.08.04,FALSE,FALSE,FALSE
Great vein and atrial acquired abnormalities,"Systemic vein abnormality: acquired,",10.30.00,FALSE,FALSE,FALSE
Great vein and atrial acquired abnormalities,"Systemic vein abnormality: acquired, Systemic vein obstruction,",10.30.09,FALSE,FALSE,FALSE
Great vein and atrial acquired abnormalities,"Superior caval vein (SVC) abnormality: acquired,",10.31.01,FALSE,FALSE,FALSE
Great vein and atrial acquired abnormalities,"Superior caval vein (SVC) abnormality: acquired, Postprocedural superior caval vein (SVC) complication,",15.04.01,FALSE,FALSE,FALSE
Great vein and atrial acquired abnormalities,"Inferior caval vein (IVC) abnormality - acquired,",10.31.21,FALSE,FALSE,FALSE
Great vein and atrial acquired abnormalities,"Inferior caval vein (IVC) abnormality - acquired, Postprocedural inferior caval vein (IVC) complication,",15.04.05,FALSE,FALSE,FALSE
Great vein and atrial acquired abnormalities,"Pulmonary venous abnormality: acquired,",10.24.00,FALSE,FALSE,FALSE
Great vein and atrial acquired abnormalities,"Pulmonary venous abnormality: acquired, Postprocedural pulmonary vein complication,",15.05.01,FALSE,FALSE,FALSE
Great vein and atrial acquired abnormalities,"Pulmonary venous abnormality: acquired, Pulmonary venous obstruction,",15.05.03,FALSE,FALSE,FALSE
Great vein and atrial acquired abnormalities,"Postprocedural major vein complication,",15.04.34,FALSE,FALSE,FALSE
Great vein and atrial acquired abnormalities,"Postprocedural major vein complication, Postprocedural femoral vein complication,",15.04.15,FALSE,FALSE,FALSE
Great vein and atrial acquired abnormalities,"Right atrial abnormality: acquired,",15.10.10,FALSE,FALSE,FALSE
Great vein and atrial acquired abnormalities,"Right atrial abnormality: acquired, Postprocedural right atrial complication,",15.10.11,FALSE,FALSE,FALSE
Great vein and atrial acquired abnormalities,"Right atrial abnormality: acquired, Obstruction of right atrial conduit (including total cavopulmonary connection),",15.10.13,FALSE,FALSE,FALSE
Great vein and atrial acquired abnormalities,"Left atrial abnormality: acquired,",15.10.20,FALSE,FALSE,FALSE
Great vein and atrial acquired abnormalities,"Left atrial abnormality: acquired, Postprocedural left atrial complication,",15.10.21,FALSE,FALSE,FALSE
Great vein and atrial acquired abnormalities,"Atrial septum abnormality: acquired,",10.17.40,FALSE,FALSE,FALSE
Great vein and atrial acquired abnormalities,"Atrial septum abnormality: acquired, Postprocedural atrial septum complication,",15.10.61,FALSE,FALSE,FALSE
Great vein and atrial acquired abnormalities,"Atrial septum abnormality: acquired, Residual interatrial communication ('ASD'),",15.10.63,FALSE,FALSE,FALSE
Great vein and atrial acquired abnormalities,"Atrial septum abnormality: acquired, Postoperative interatrial communication,",15.10.79,FALSE,FALSE,FALSE
Great vein and atrial acquired abnormalities,"Ineffective balloon atrial septostomy,",15.10.66,FALSE,FALSE,FALSE
Great vein and atrial acquired abnormalities,"Platypnoea-orthodeoxia syndrome,",10.17.50,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Heart valvar abnormality: acquired,",10.32.00,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Prosthetic valve failure,",10.33.00,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Tricuspid valvar abnormality: acquired,",10.32.01,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Tricuspid valvar abnormality: acquired, Postprocedural tricuspid valvar complication,",15.11.00,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Tricuspid valvar abnormality: acquired, Residual tricuspid regurgitation,",15.11.03,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Tricuspid valvar abnormality: acquired, Tricuspid valvar prosthesis complication,",15.11.08,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Mitral valvar abnormality: acquired,",10.33.01,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Mitral valvar abnormality: acquired, Mitral stenosis: acquired,",10.33.02,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Mitral valvar abnormality: acquired, Mitral stenosis: acquired, Mitral valvar stenosis: recurrent,",10.33.03,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Mitral valvar abnormality: acquired, Mitral regurgitation: acquired,",10.33.04,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Mitral valvar abnormality: acquired, Mitral regurgitation: acquired, Mitral regurgitation: recurrent,",10.33.06,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Mitral valvar abnormality: acquired, Postprocedural mitral valvar complication,",15.12.00,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Mitral valvar abnormality: acquired, Residual mitral valvar stenosis,",15.12.01,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Mitral valvar abnormality: acquired, Residual mitral regurgitation,",15.12.03,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Mitral valvar abnormality: acquired, Mitral valvar prosthesis complication,",15.12.09,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Truncal valvar abnormality: acquired,",10.37.01,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Truncal valvar abnormality: acquired, Residual truncal regurgitation,",15.25.03,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Common arterial trunk (truncus) abnormality: acquired,",10.51.01,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Common arterial trunk (truncus) abnormality: acquired, Postprocedural common arterial trunk complication,",15.25.31,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Pulmonary valvar abnormality: acquired,",10.35.01,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Pulmonary valvar abnormality: acquired, Pulmonary valvar stenosis: acquired,",10.35.02,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Pulmonary valvar abnormality: acquired, Pulmonary valvar stenosis: acquired, Pulmonary valvar stenosis: recurrent,",10.35.03,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Pulmonary valvar abnormality: acquired, Pulmonary regurgitation: acquired,",10.35.04,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Pulmonary valvar abnormality: acquired, Pulmonary valvar atresia: acquired,",09.05.15,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Pulmonary valvar abnormality: acquired, Postprocedural pulmonary valvar complication,",15.30.00,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Pulmonary valvar abnormality: acquired, Residual pulmonary valvar stenosis,",15.30.01,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Pulmonary valvar abnormality: acquired, Residual pulmonary regurgitation,",15.30.03,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Pulmonary valvar abnormality: acquired, Pulmonary valvar prosthesis complication,",15.30.08,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Aortic valvar abnormality: acquired,",10.36.01,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Aortic valvar abnormality: acquired, Aortic valvar stenosis: acquired,",10.36.02,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Aortic valvar abnormality: acquired, Aortic valvar stenosis: acquired, Aortic valvar stenosis: recurrent,",10.36.03,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Aortic valvar abnormality: acquired, Aortic regurgitation: acquired,",10.36.04,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Aortic valvar abnormality: acquired, Aortic regurgitation: acquired, Aortic regurgitation: recurrent,",10.36.06,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Aortic valvar abnormality: acquired, Postprocedural aortic valvar complication,",15.35.00,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Aortic valvar abnormality: acquired, Residual aortic valvar stenosis,",15.35.01,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Aortic valvar abnormality: acquired, Residual aortic regurgitation,",15.35.03,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Aortic valvar abnormality: acquired, Aortic valvar prosthesis complication,",15.35.08,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Postprocedural atrioventricular septal defect complication,",15.16.00,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Postprocedural atrioventricular septal defect complication, Residual ventricular component of atrioventricular septal defect,",15.16.02,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Atrioventricular valvar abnormality in atrioventricular septal defect (AVSD): acquired,",10.34.60,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Atrioventricular valvar abnormality in atrioventricular septal defect (AVSD): acquired, Left atrioventricular valvar regurgitation: acquired,",10.34.44,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Atrioventricular valvar abnormality in atrioventricular septal defect (AVSD): acquired, Residual common atrioventricular valvar regurgitation,",15.13.02,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Atrioventricular valvar abnormality in atrioventricular septal defect (AVSD): acquired, Postprocedural right atrioventricular valvar complication,",15.14.00,FALSE,FALSE,FALSE
Acquired valvar and atrioventricular septal defect abnormalities,"Atrioventricular valvar abnormality in atrioventricular septal defect (AVSD): acquired, Postprocedural left atrioventricular valvar complication,",15.15.00,FALSE,FALSE,FALSE
Acquired ventricular and ventricular septal abnormalities,"Ventricular dyssynchrony,",07.00.01,FALSE,FALSE,FALSE
Acquired ventricular and ventricular septal abnormalities,"Right ventricular abnormality: acquired,",10.16.00,FALSE,FALSE,FALSE
Acquired ventricular and ventricular septal abnormalities,"Right ventricular abnormality: acquired, Right ventricular dysfunction,",07.01.11,FALSE,FALSE,FALSE
Acquired ventricular and ventricular septal abnormalities,"Right ventricular abnormality: acquired, Right ventricular-congestive heart failure,",10.16.08,FALSE,FALSE,FALSE
Acquired ventricular and ventricular septal abnormalities,"Right ventricular abnormality: acquired, Postprocedural right ventricular complication,",15.20.01,FALSE,FALSE,FALSE
Acquired ventricular and ventricular septal abnormalities,"Postprocedural right ventricular outflow tract complication,",15.20.21,FALSE,FALSE,FALSE
Acquired ventricular and ventricular septal abnormalities,"Right ventricular outflow tract obstruction: acquired,",10.16.16,FALSE,FALSE,FALSE
Acquired ventricular and ventricular septal abnormalities,"Right ventricular outflow tract obstruction: acquired, Aneurysm of right ventricular outflow tract patch,",15.20.25,FALSE,FALSE,FALSE
Acquired ventricular and ventricular septal abnormalities,"Right ventricular outflow tract obstruction: acquired, Residual right ventricular outflow tract obstruction,",15.20.23,FALSE,FALSE,FALSE
Acquired ventricular and ventricular septal abnormalities,"Left ventricular abnormality: acquired,",10.16.40,FALSE,FALSE,FALSE
Acquired ventricular and ventricular septal abnormalities,"Left ventricular abnormality: acquired, Left ventricular dysfunction,",07.06.10,FALSE,FALSE,FALSE
Acquired ventricular and ventricular septal abnormalities,"Left ventricular abnormality: acquired, Left ventricular failure,",10.16.47,FALSE,FALSE,FALSE
Acquired ventricular and ventricular septal abnormalities,"Left ventricular abnormality: acquired, Postprocedural left ventricular complication,",15.21.01,FALSE,FALSE,FALSE
Acquired ventricular and ventricular septal abnormalities,"Postprocedural left ventricular outflow tract complication,",15.21.21,FALSE,FALSE,FALSE
Acquired ventricular and ventricular septal abnormalities,"Postprocedural left ventricular outflow tract complication, Recurrent left ventricular outflow tract obstruction,",10.16.46,FALSE,FALSE,FALSE
